planning_seed,selection_position,selection_hash,episode_index,start_step,goal_step,valid_row_rank,pair_hash,success_A,success_C,success_D
42,0,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,638,25,75,96363,c7cad57533aa8e769efc7ddfb865b3fc3b2aae35ff012adc3751eee5e7000ee9,false,false,true
42,1,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,679,29,79,102558,17827c47613d6809e7665d53f6d095c9e4c946a0632ce4bb7a3f8482407639b7,false,true,true
42,2,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,859,65,115,129774,c004df04f9dfba18398d1929fa5edb2bc56e48c1a12256007697707e3e747c24,true,true,true
42,3,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,892,72,122,134764,9d4fb5c7c7358aa8acced10777206ca52a58e5f7267fc5ea1f86c074fcdae1d4,false,false,false
42,4,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,921,52,102,139123,9878d47f31bec0c38b9029e2e3785151bd05cc912ddb4cd0d80ed4f447f89942,true,true,true
42,5,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,941,112,162,142203,763a41f813beef22097ccb0c85b844d45cb066fea3461b2879c4bddaee8d3c47,true,true,true
42,6,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,1281,16,66,193447,d8c51b5ccb690c618491ade63a7b45b309471b83bc0d33655a1631cf9af4db15,false,false,false
42,7,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,1652,42,92,249494,32b2daf82fe82004fb8a1305ae0da48538fcc17ce18fc38ad23908bd1db0a117,true,true,true
42,8,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,1825,69,119,275644,fa9c52a2230d9915573d3363112cdf3687ef84b139c7c25775e548ca2c0d63ce,true,true,true
42,9,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,2014,96,146,304210,e751896dcb842517d3c6bdf3aa578183b7fa6a84d2e6196d7b6af4aa518306e8,false,false,false
42,10,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,2272,54,104,343126,be6730b8881f936b5b088e2a97813f4e27e5afd815033aac07e25ff0ee326175,true,false,true
42,11,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,2767,86,136,417903,601ee9728f4ce5f8d09fa293824e89f90ad765c90c4ba013ef661bcf4a094ad2,false,false,false
42,12,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,3545,36,86,535331,fe627c72495d3bba3a4546a5921fddf0edb09130d00552297963ba304fca16df,true,true,true
42,13,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,3707,137,187,559894,d95f390300009c1ceac2fa68701fa0587c21c87c6fb92aaf0e9196fc441f88ff,true,true,true
42,14,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,4024,12,62,607636,bdf27cc4e4a28fb73615ae88fa5458a5628bcd4cea6c735aafe29cb8a78d83da,false,false,false
42,15,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,4330,3,53,653833,30c6b259881f329801d1d289c1651ce68cf6d9f38345973a8b2fb42666493e78,false,false,false
42,16,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,4388,97,147,662685,a405fb726ad16116e6d10ba203cb2cb29c36a01826f43896545ee58286b61bec,false,false,false
42,17,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,4434,12,62,669546,c39eac38d6638570428f46ca536181d248d646b4c2e604c87c33dcbd931e81c2,false,false,false
42,18,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,4456,130,180,672986,77e79b44d4f7aa9baf086d07f920aa7e764eb384906e469de55ea4c346e553b0,true,true,true
42,19,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,4503,115,165,680068,604f6ea269450b258b99e90aa5aa703c751fb080200a33e5890efdde14d9174c,true,true,true
42,20,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,4504,80,130,680184,695ae136c0cf501d6364ee303b1f4860cbe35cf4ecd21adaf7f30a69afcc247f,false,true,false
42,21,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,5003,63,113,755516,e779ae93a234f3b2dc5843d92f8b30686ecaea1ca8f43ba2b1ff1f6423440d69,true,true,true
42,22,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,5132,22,72,774954,469f84fb6cc6452ab84bdb3b2ae75efc0ab2111e55e175466e64a78a9c0e69b1,false,false,false
42,23,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,5264,98,148,794962,32ca5cb9d06c3dc9c3a3e92dcf945b02aa762d28b26b593fec814465b8faebd0,false,false,true
42,24,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,5454,31,81,823585,a8f2dd7db8ccb7d163af6c55c9265a900213ffe862d9703aec4abf150a26a564,false,false,true
42,25,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,5545,118,168,837413,2c1a795ef897a47e4a80ac8ffa41dfbe840ac54e08f2357a128d4d7670192f39,true,true,true
42,26,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,6316,90,140,953806,12391b7a69d09cecbdbecce1fa3040b41420805b1bc4e06be83a6545dee4f740,false,false,false
42,27,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,6438,82,132,972220,1aff18a1e5a817698f653b6cbb8f72d8f7d90bd968b5a996ddeb9f9b9f80ae5f,false,false,false
42,28,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,6545,76,126,988371,a61c084a52f6f166598b5a0bb098eb7eddaec79a4b41be5e9e5b291eec75aa71,false,false,false
42,29,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,6779,27,77,1023656,398152f8c02e13bcd69bf8daf3ce0d981b9538e9212fc29e3c246694258197b4,true,true,true
42,30,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,6973,72,122,1052995,da19f145c227f5a67f8577cc17dae79e3e6715c875b88b0b6fb178bc16a677f8,false,false,true
42,31,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,7005,29,79,1057784,4559534a216c0359d3e23f0a5062be0afafa4b4630eaae402214701b8d171c88,false,false,false
42,32,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,7174,90,140,1083364,2ecdb70b0b3703aacf5790ef239e2bfad3b2d94a72b8cfe47791f6c12c1e3fe4,false,false,false
42,33,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,7357,51,101,1110958,60ed157c49a187be4178acb3e8853afaf5a7dea5b8fbeccf156785b595e7977a,true,true,true
42,34,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,7580,125,175,1144705,b5016a4211d974c7258b11f62515e6c959b3198f671324636c25d5ae870d5e14,true,true,true
42,35,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,7611,31,81,1149292,d9dfc6d193a77677c5b447dd407fff62dec0b17870ce2c96eca168af1381c967,true,true,true
42,36,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,7739,46,96,1168635,1ef7dec5985996df4eb301b27b6250d805a3c5cb4e1881f6c3ebdca450c7d446,true,true,true
42,37,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,7783,125,175,1175358,024f369a9293d6567747e6d35572e9eed002ef84611ec872c31029f70931c8ac,true,true,true
42,38,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,7815,81,131,1180146,02bd1b2e78a9d11ec3c1e053085fb170ed24431281ef6661b6044e15475eec9f,false,false,false
42,39,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,7860,69,119,1186929,9574a6fcfcf31f56cced0faf84f2f1b4b778a77f8aab52dc5ef1cf57897f004b,true,true,true
42,40,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,8227,74,124,1242351,d2e3056c9f8596965b7e75ce1df9b0f11d046ba63102d198ac9e4a2c547b02e7,false,false,false
42,41,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,8276,36,86,1249712,a28e168d839ea82fe1f8158ad482014e0c5ab4b658e8d13de83ce315ad64bf42,false,false,false
42,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,8397,45,95,1267992,a723abe325987402617d867f0400f3a69319512329091d670b0e7caca0673bdd,true,true,true
42,43,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,8582,125,175,1296007,04fae5deae79fd9cec29049039e27999824b4c239cf8d965323f35aca0ca33d1,true,true,true
42,44,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,8585,109,159,1296444,c4e2ceebe256d892872341d7ff6370408a686996a90b1877e4c5f41a50bedac1,true,true,true
42,45,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,8878,121,171,1340699,865d48ffe15e728c7e206ef1d5211e9de9d2f237a1000072f5466a12787be72a,true,true,true
42,46,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,8931,29,79,1348610,ead868ee25eef4db83cf4ff384186c3080b48383ecdd2e04a9354b7cf7d79cd1,true,true,true
42,47,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,9267,73,123,1399390,67ba94041d20c008b54b6b7a5dd0483835977509d37305f738f7e3b2a9e7010f,true,true,false
42,48,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,9706,143,193,1465749,d402040dc9c5db3f984248c734f3516e45a098361b825e3fcebc09d72b80d183,true,true,true
42,49,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,9755,146,196,1473151,4442bc2ff237fe286f3d01fb341905f1adb1ce0c938c4d49c9584095f4f66330,true,true,true
43,0,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,40,117,167,6157,e981678a9178f0a04842cecf7b203aea45d3ce21347265142cb4aaeb7d58eea0,true,true,true
43,1,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,140,76,126,21216,69d847681c5dd0ab2c8f31e271d94fd69be546331da15c8e17d7882aea373ea7,false,false,false
43,2,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,200,43,93,30243,3c655d10c4dfb696d40001439e3fc6c28e73df8d006b96863cfed311ea005dde,false,false,false
43,3,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,437,111,161,66098,b4fe9eb55926ce345fa347d84d9ee45e3d5eeeae1f827d1dd279266311c91794,true,true,true
43,4,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,1472,21,71,222293,0c770c17a3b48686d1dc0cf2272d26f200c5d105015a7cb9cf6b57a502a0cd73,false,false,false
43,5,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,1893,140,190,285983,58b90c62071daf6343e22870cd05963697a4e75d4f35bbfe38a7f11664655ee7,false,true,true
43,6,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,2246,150,200,339296,5853f3d8932067da1233108ec141a75dd3356da745844f12f312652eafba094e,true,true,true
43,7,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,2636,129,179,398165,46276367b93ebae43186947ad290e21cde9213f9d6ecf3a7f9e8aec4801b6829,true,true,true
43,8,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,2738,9,59,413447,9449ad17afa5565402e7c6271ca06ad2e55ccfae430e1326846c51c82dd09589,false,false,false
43,9,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,2765,102,152,417617,5c0a4dcb73a72efef9155134ae99a44f380e7e45f0fed5cf12f164d187d162da,false,false,true
43,10,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,2785,45,95,420580,ced12c559463cd1f3d0e8ce33f3356de2c5e35351a521562f81a180ef41cfc64,true,false,false
43,11,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,2786,42,92,420728,9fd7f6b434db601d084b153301e2b054d395fcfbd054a9b42c5a5484f2a04f67,false,true,true
43,12,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,3089,30,80,466469,ecc21d0d8e5b295efe62cbc331f4b7bc3ea4f54459e9a4acd51d91379f92456c,true,true,false
43,13,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,3799,126,176,573775,dcbedefa8dac379f9f1eea8997def428680d54a451df51f77a3c1e32cbab812a,true,true,true
43,14,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,3889,109,159,587348,dba051a4a2bec154e307d9cef078b3c6bd93b6d7b0afbb397f88d5c10f624f4d,true,true,true
43,15,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,3996,130,180,603526,538038e38f0989c46b0a8dd5dfffe6dad005574d4ed33c8517fb4e04d27950d0,true,true,true
43,16,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,4012,141,191,605953,1638f6b2a0106cb345ca56f7658d24f260f1ffddf8b8df94116b4c5aae57488c,true,true,true
43,17,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,4199,103,153,634152,4cc5599e627323ae013f59f78c8db790d21811c08c8a8287a0ce9eb991ac1715,true,true,true
43,18,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,4219,141,191,637210,55eeef6cb4d4c86bb4ed75335ed34a3c846bb0de9756d14a9f88525a88256e6b,false,true,true
43,19,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,4224,17,67,637841,f6e614c209cfcde8077acc03ebfb8db45b3f7acadceaa0dd9ec07cb772379704,false,false,false
43,20,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,4510,33,83,681043,27a70ca4f2aff81d7dd85784bf9fa326fb03f3fffc6f27cb1d501c1a4e65e633,false,false,false
43,21,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,4568,147,197,689915,b15472f81daf725e0045e58197a4f89c17b9055877377d398b202a58d34b8e19,true,true,true
43,22,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,4644,106,156,701350,48bfbef7bd718ff70ab2423f9616a4cdc1152b1858156c5fa1f52e85b1cf744d,true,true,true
43,23,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,4699,149,199,709698,bea4e4eb54e18ecbb13df4cb5597220518467b7a9fbd70193799d0108f89ad4d,true,true,true
43,24,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,4854,129,179,733083,d56a9a6eca498f9217789ce02db9837cb5f024bd4ecb940986633c5a927d541e,false,true,true
43,25,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,5053,10,60,763013,d57e65e855f4aa21b121a322dd8585aa59c5f69a98ab14cc1d775d6a4c9f47a3,false,false,false
43,26,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,5351,36,86,808037,99a0b6b4433ba04b5a99f46696f6a075f78a698b285ba1ae333fc703547ef046,true,true,true
43,27,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,5478,96,146,827274,95d026629e5d823d65c554c3d4cb249f361532f58972a3d7d4459bda1dc14b29,false,false,false
43,28,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,5771,52,102,871473,85205f94c54f47776017a13ee46e49de22f5042e0658075d0f15b08b5671aff2,true,true,true
43,29,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,5871,40,90,886561,17f6018918bf2f87de16b2db06e1c80865d9ca3365020442d65ab6e7318353d9,true,true,true
43,30,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,5931,109,159,895690,6ce415dca2b2e38fae40733148f3b391a861cc7d85d0d6beceeca575fd32313d,true,true,true
43,31,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,6392,103,153,965295,52c76b26f1b87897695aa7c63e8b283e921495201c3c6357fb9858e1eb9101f1,true,true,true
43,32,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,6522,117,167,984939,6261bce0cd6eb0c641a690adbeb409defa074739b7af041f915dc3f83324230b,true,true,true
43,33,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,7002,0,50,1057302,71ca2792b7aa55c141bd81e9fc7a71c46b99086901ca1ea4c2849272393e1a43,false,false,false
43,34,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,7517,111,161,1135178,bc72d4a99b2ac6ec7545686faabd3c856f06d231c828141404660f79d7d06681,true,true,true
43,35,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,7767,48,98,1172865,271e59d5aede54d92a227b6caed955fd4c0e4b12e89861eb1af49c5c6bed0349,true,true,true
43,36,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,8246,127,177,1245273,affea639a50f9abc9e82414f33a7f1795cbb7db68a34e83c56f8989dc9bb1837,true,true,true
43,37,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,8381,147,197,1265678,b3c9ece7411c023688c166c269f83faa9e92772fbc517e7d91c4d3c0b8fc2749,true,true,true
43,38,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,8391,133,183,1267174,a364880c9ec392efd718416922a8dc3f089c708eea4f147eda00106d2df7e411,true,true,true
43,39,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,8464,113,163,1278177,1020b0f8254a8034f4aa12739449461c83302197344f0e751e934c68a0f33642,true,true,true
43,40,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,8918,129,179,1346747,f8669f827f1712810afb634680941406d7aa682489c936dad5c107de41237b62,true,true,true
43,41,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,8948,128,178,1351276,bed95a10001b76f6ff5ee0ef7431ef6a7eeafe0726b32d50e4847c674f5df42a,false,true,true
43,42,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,9327,123,173,1408500,5bff0b6a40482c04530c8e9baa8ae6b58a652b1c9291afe294fc86dace376470,true,true,true
43,43,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,9428,99,149,1423727,4d4177996015379f0ea656d4fd2e27497d7f2f54c288e2ae239e4a8bb7e5d08c,true,true,false
43,44,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,9451,33,83,1427134,d4103a4f3be937c6af0281d55cf6a6fe064afa819ecf0b656435d140fd6b95d5,false,false,false
43,45,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,9517,67,117,1437134,7879aab477078bb40ffcf403b70d1a6101d9641e1a8df2c5be28f2660154ec7c,true,true,true
43,46,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,9552,145,195,1442497,20a34407cec534a4f4305065212dc92ba5fa98507e97fb9904affee2b3783b4f,true,true,true
43,47,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,9646,140,190,1456686,a5e0af1a03e33559826cb30f6dfb5d214094921dd784d8b5b17c101ac9ab1ce7,true,true,false
43,48,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,9899,80,130,1494829,9af31bc4efb893730b1a685ffd39b989788b00c268ef95c44fd91446d5cd5122,false,false,false
43,49,ec11aef75502c4d2be1b8505a242f384380c5152c01d8b060545acc2d3db600d,9978,122,172,1506800,4dd8454654691d10a842a2caaeb6bbb8a301197fb23dd3470b4106c65bb188f2,true,true,true
44,0,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,176,121,171,26697,80019ca36273bb18a83dce6ba7d75e8b5de3cc3c4f06f6107a780f38ff91479c,true,true,true
44,1,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,194,93,143,29387,9bc3b65fd42a4e0fbf0e5124662853afe889bd081ac9f11e7fdcb11b7d4d1b89,false,false,false
44,2,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,872,61,111,131733,b7a58b232bfb8b0732b35f8a6c35fd6830e91ceacc3df1a469af9303b0c5b5c2,true,true,true
44,3,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,884,75,125,133559,92a8fb162c30d80189d60ffea68e0f8436817ab6bfac0b242a9417f5390b39c4,true,false,false
44,4,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,1010,51,101,152561,040a4caa8ef5806ec34124b5eafd46582021f20fe6b7177c404d12e0c7fa7521,true,true,true
44,5,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,1084,58,108,163742,a398fde3e9ff916901e76dc6f445459558b103bab881a34c39bcf810f836c62f,false,true,true
44,6,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,1225,92,142,185067,4629b3e07f681952c1f1555dc884d224eb7b0e15ffc9b0ca7ec14430c21a8860,false,true,false
44,7,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,1623,19,69,245092,07e730365747bf9abb7d16b34bcc887a5d842a0f300ab5e6f8e64074f4eb2394,false,false,false
44,8,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,1630,62,112,246192,797dd5889f1cbc89fe4576ff1c6766d427fbec19165d460566d7d8e34f65bf8c,true,true,true
44,9,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,1807,139,189,272996,b29c8d21f454951396e1e76fac86212e7c1fdc37680be9a11e5a82b6833fe504,true,false,true
44,10,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,1971,92,142,297713,9625c0e55578d76b87dde1755e63fc69093819b8a62fc689bb60019fd30c2a02,false,false,false
44,11,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,2034,35,85,307169,d5816bc51e37928c3dc0679c5365e74b6c5f4c02b77c6ff9e549bc3123d1e519,false,false,false
44,12,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,2581,7,57,389738,22e777e47a42c0773f869409481c51377d3a50b2146000fc797c24b509ffdf70,false,false,false
44,13,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,3379,81,131,510310,d546593a11705330c99b03fdeb011b771947a6d06c3854a6512f21b8f5dbc99c,false,false,false
44,14,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,3742,39,89,565081,a814ffbf0459d9ba9b23e15ca9778ab63399e409d333070999f17f0b894a6caa,false,false,false
44,15,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,4013,118,168,606081,7c616939eb3007dc32afcff4f129264ded0a143688b17b9db657448a038a2a8f,true,true,true
44,16,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,4023,115,165,607588,01e51a8764dac72b7f351a83c0937593299ac7a0f13b8fcfbb79efb93613183f,true,true,true
44,17,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,4057,88,138,612695,cb8e5a2d72fefe065555ea46fc83e71a88e014524e993ddf2b60c8fa79eef3d6,false,false,false
44,18,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,4113,141,191,621204,14e5417da9dad09d604c09c1e1bf7dc2b4452deeb13d8b22c34cdc6e290e2d87,true,true,true
44,19,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,4114,129,179,621343,9ba0113866bdabca27659ff025f4db5a1e1309bd8f8e8f2f877157cbae5a6818,true,true,true
44,20,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,4418,130,180,667248,3028157b15762f196a687d4bd1ed74b39dc8812ad10dc0a4bca004c6a3fa279f,false,true,true
44,21,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,5238,88,138,791026,d8ba42ba603f2911a4b90beb0d9409d986bc95b4e3323c5d2e927e2caa5b3f22,false,false,false
44,22,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,5347,69,119,807466,8c0c1334d9d0f8b827acf7923c0a841497cf558aed25c33ace495656b8268dc2,false,true,false
44,23,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,5435,87,137,820772,07d001ed6a9c5b3a2601834c0cfa1fe3046dd1a46db06373f28a2c742178c3c0,false,false,false
44,24,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,5462,8,58,824770,7df491d2fc9b68df8f3e64a91526c91cd94dea895cf58fdcfca5c40068b06042,false,false,false
44,25,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,5863,76,126,885389,ec20c03572e576d6c9b6a961cf3c7e6158a110697d2ee6bffaf0c356c571c278,false,false,false
44,26,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,5913,77,127,892940,97e3ed2e9e6a77281bb81b7a22f17023e12dde90f3f11d1e9cf82c55c9854ba5,true,false,false
44,27,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,6165,32,82,930947,f241976cf2a99e9dca054afd18aef393f11ac17e5ce2f011cc0df78e330ebe68,false,false,false
44,28,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,6529,24,74,985903,2794004054b6ca05d49dad7f76e8c9e3128b276c80fff9e80031fd15d5dd14f5,false,false,false
44,29,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,6658,83,133,1005441,3a6ace52fbe83e1064c322e6bb1ca5b2a93b0717811a53533833a871c9d61051,false,false,false
44,30,db4670a9f5d9f93086676c6181c91a4463636e6bf9bcc20b2fc2a7e0995e0b64,6668,42,92,1006910,b493a62dee9c5ceed006d965aa2819dd4dd550c6e914b195328441650d67cdf6,true,false,false
